,index,username,tweetcreatedts,text,text_length,BERT_processed_text,BERT_processed_text_length,sentiments
230,1226,zeatinriboside,2020-07-07 09:54:50,"with all seats being contested , what ' s even more false is the outlandish claim that opposition will definitely not be able to form the next government .",29,"[CLS] with all seats being contested , what ' s even more false is the outlandish claim that opposition will definitely not be able to form the next government .",31,negative
231,1568,stanleykee5,2020-07-07 01:11:06,pap secretary - general lee hsien loong emphasised singapore ' s need for a capable government during this critical period of covid - 19 .,25,[CLS] pap secretary - general lee hsien loong emphasised singapore ' s need for a capable government during this critical period of covid - 19 .,30,neutral
232,1601,RashidSalleh10,2020-07-07 00:05:06,don ' t give pap a mandate . dont give them a blank cheque . give 100 % support to all opposition . make your vote count,27,[CLS] don ' t give pap a mandate . dont give them a blank cheque . give 100 % support to all opposition . make your vote count,30,negative
233,112,DoggoMeows,2020-07-08 15:07:31,"yes , aljunied voters pls send pap home , exactly what they asked for . vote for the workers ' party ! just had to clarify",26,"[CLS] yes , aljunied voters pls send pap home , exactly what they asked for . vote for the workers ' party ! just had to clarify",30,neutral
234,2146,BenChiaCars,2020-07-06 13:00:11,"there ' s enough disgust and shame to want to deny the pap not just a supermajority , but the mandate they so desperately desire .",26,"[CLS] there ' s enough disgust and shame to want to deny the pap not just a supermajority , but the mandate they so desperately desire .",30,negative
235,2234,andrewhahalee,2020-07-06 12:30:16,"when singapore needs someone to take charge of public transport , the bring in an army general . japan brought in a chief engineer and a train specialist .",29,"[CLS] when singapore needs someone to take charge of public transport , the bring in an army general . japan brought in a chief engineer and a train specialist .",29,neutral
236,162,dk,2020-07-08 14:26:24,for a moment i thought the police investigation so fast and found no offence made by raeesah khans 2018 social media post . chey !,25,[CLS] for a moment i thought the police investigation so fast and found no offence made by raeesah khans 2018 social media post . chey !,29,negative
237,381,DoggoMeows,2020-07-08 09:11:10,"pap can balik kampung in aljunied . that ' s what he is asking voters to do : "" bring us home """,23,"[CLS] pap can balik kampung in aljunied . that ' s what he is asking voters to do : "" bring us home """,29,neutral
238,966,phmay_sg,2020-07-07 14:30:20,"join pap secretary - general lee hsien loong for his lunchtime rally at 12pm today , live on paps facebook and youtube .",23,"[CLS] join pap secretary - general lee hsien loong for his lunchtime rally at 12pm today , live on paps facebook and youtube .",29,neutral
239,796,sgpoliticswoke,2020-07-07 18:04:55,a good article on it summaries the recent distasteful tactics made by the pap and highlights the negative impact on the society .,23,[CLS] a good article on it summaries the recent distasteful tactics made by the pap and highlights the negative impact on the society .,29,negative
240,271,an1esa,2020-07-08 12:01:37,instead of being ambiguous and say vote wisely why cant we just say vote pap or vote opposition ? its more succinct .,23,[CLS] instead of being ambiguous and say vote wisely why cant we just say vote pap or vote opposition ? its more succinct .,29,negative
241,74,Sudharshanan_09,2020-07-08 15:45:31,there is no way he shouldnt win ! man suffered hell with the pap and the fact that he is still fighting shows his determination !,26,[CLS] there is no way he shouldnt win ! man suffered hell with the pap and the fact that he is still fighting shows his determination !,28,positive
242,952,sgpoliticswoke,2020-07-07 14:44:24,": wp to push for more shops in sengkang grc , pap to prioritise creating new town council in area",20,"[CLS] : wp to push for more shops in sengkang grc , pap to prioritise creating new town council in area",28,neutral
243,17,_lilacbutts,2020-07-08 18:57:27,i thought pap ' s social media game was a bit lacking so i made them a playlist . i present : this is pap,25,[CLS] i thought pap ' s social media game was a bit lacking so i made them a playlist . i present : this is pap,28,neutral
244,955,sgpoliticswoke,2020-07-07 14:41:29,: potong pasir smc constituency broadcast : full speeches from pap ' s sitoh yih pin and spp ' s jose raymond,22,[CLS] : potong pasir smc constituency broadcast : full speeches from pap ' s sitoh yih pin and spp ' s jose raymond,28,neutral
245,233,gayaCNA,2020-07-08 12:56:16,candidates were out in full force today on the final day of campaigning for this election - visit our liveblog for more photos and stories at,26,[CLS] candidates were out in full force today on the final day of campaigning for this election - visit our liveblog for more photos and stories at,28,neutral
246,1576,t_phuck,2020-07-07 00:55:08,talk about being tone deaf and misreading the room . investors ? mncs ? its still all about the money for the t it ?,25,[CLS] talk about being tone deaf and misreading the room . investors ? mncs ? its still all about the money for the t it ?,28,negative
247,560,zappyzac,2020-07-08 04:46:56,really hope wp wins sengkang grc i was so bored with the monotony of the all men representation from pap,20,[CLS] really hope wp wins sengkang grc i was so bored with the monotony of the all men representation from pap,28,negative
248,263,psy_lsh,2020-07-08 12:11:56,q : why should i vote for the pap ? a : they will solve the problems that wouldn ' t have existed without them .,26,[CLS] q : why should i vote for the pap ? a : they will solve the problems that wouldn ' t have existed without them .,27,negative
249,56,aloysius260500,2020-07-08 16:08:17,""" i think a strong opposition is good for the pap , and for singapore , as well ."" - tharman in 2011 .",24,"[CLS] "" i think a strong opposition is good for the pap , and for singapore , as well ."" - tharman in 2011 .",27,neutral
250,1146,LividEye,2020-07-07 11:47:13,wa this radin mas guy from pap looked like the guy selling pork in my wet market ... whyyyyy,19,[CLS] wa this radin mas guy from pap looked like the guy selling pork in my wet market ... whyyyyy,27,neutral
251,722,AfifahCNA,2020-07-08 00:43:16,the workers ' party sengkang team was at rivervale plaza today ( cna photos : marcus ramos ) for live updates :,22,[CLS] the workers ' party sengkang team was at rivervale plaza today ( cna photos : marcus ramos ) for live updates :,27,neutral
252,1087,syaosakucouple,2020-07-07 12:41:52,"is pap really swallowing hsk ' s fuck up and rebranding everything as a "" together @ { constituency } plan "" ?",23,"[CLS] is pap really swallowing hsk ' s fuck up and rebranding everything as a "" together @ { constituency } plan "" ?",27,negative
253,73,digitalmozart,2020-07-08 15:45:48,auntie shirley tells you why pap is different from lky last time and why you don ' t need to scared to vote opposition,24,[CLS] auntie shirley tells you why pap is different from lky last time and why you don ' t need to scared to vote opposition,27,negative
254,0,JaneKoe,2020-07-08 23:58:08,election vs re - election : does wp have incumbent ' s advantage over pap in aljunied and hougang ?,20,[CLS] election vs re - election : does wp have incumbent ' s advantage over pap in aljunied and hougang ?,26,neutral
255,250,nasgaps,2020-07-08 12:35:08,"' got talk , got plans , got action ': sengkang pap team ready to foster new town identity with residents",21,"[CLS] ' got talk , got plans , got action ': sengkang pap team ready to foster new town identity with residents",26,neutral
256,221,HeadyPaki,2020-07-08 13:09:58,"minister vs kingpin ! we will watch , we ' re going to give them a fight that they will never forget !!!",23,"[CLS] minister vs kingpin ! we will watch , we ' re going to give them a fight that they will never forget !!!",26,positive
257,727,BowerGroupAsia,2020-07-08 00:30:00,singapore senior director nydia ngiow on examines the use of social media during whether this has provided a more level playing field .,23,[CLS] singapore senior director nydia ngiow on examines the use of social media during whether this has provided a more level playing field .,26,neutral
258,89,asiaonecom,2020-07-08 15:25:33,: heng swee keat and pap ' s east coast grc team poke fun at his ' east coast plan ',21,[CLS] : heng swee keat and pap ' s east coast grc team poke fun at his ' east coast plan ',26,neutral
259,691,ofmeowandbake,2020-07-08 01:46:59,"from a 1 - room flat to harvard university , pap candidate mariam jaafar shares why she has the heart to serve",22,"[CLS] from a 1 - room flat to harvard university , pap candidate mariam jaafar shares why she has the heart to serve",26,neutral
260,161,galaxyunicornz,2020-07-08 14:26:26,no better time to share this than now . this is what it means to look out for your people . pap take note .,25,[CLS] no better time to share this than now . this is what it means to look out for your people . pap take note .,26,negative
261,1631,B_Raeburn,2020-07-06 20:57:51,enough is enough . time to get rid of pofma . see how one sided it is . can we pofma the,22,[CLS] enough is enough . time to get rid of pofma . see how one sided it is . can we pofma the,26,negative
262,202,Oppsupporter,2020-07-08 13:29:02,any suggestions for an alternate to channel pap asia for this friday ' s ? can ' t stand their extremely pro pap panel,24,[CLS] any suggestions for an alternate to channel pap asia for this friday ' s ? can ' t stand their extremely pro pap panel,26,neutral
263,2155,aloysiuslow92,2020-07-06 12:56:39,"i will predict that the people ' s action party , or pap for short , to win jalan besar grc .",22,"[CLS] i will predict that the people ' s action party , or pap for short , to win jalan besar grc .",25,neutral
264,214,captsingh,2020-07-08 13:19:44,"tanjong pagar broadcast , pap sketches out a ' home with heart '; psp calls for ' systemic reform '",20,"[CLS] tanjong pagar broadcast , pap sketches out a ' home with heart '; psp calls for ' systemic reform '",25,neutral
265,408,MichaelTLChua,2020-07-08 08:14:19,will the covid - 19 crisis saves the pap yet again ... you ' ll be the judge of that .,21,[CLS] will the covid - 19 crisis saves the pap yet again ... you ' ll be the judge of that .,25,negative
266,346,kshanmugam,2020-07-08 10:10:04,last night was nee soon grc ' s online rally . the videos of my english and tamil speech can be found here :,24,[CLS] last night was nee soon grc ' s online rally . the videos of my english and tamil speech can be found here :,25,neutral
267,404,asiaonecom,2020-07-08 08:17:12,"vote for opposition and send a message to pap that they cannot just do what they want , says low thia kiang",22,"[CLS] vote for opposition and send a message to pap that they cannot just do what they want , says low thia kiang",25,negative
268,551,Safuannnn,2020-07-08 04:52:04,are stepping out for one final push for votes as singapore enters its last day of campaigning . follow along on our live blog :,25,[CLS] are stepping out for one final push for votes as singapore enters its last day of campaigning . follow along on our live blog :,25,neutral
269,711,Cattonini1,2020-07-08 01:08:01,"personal opinion , extreme pap / oppo supporters are at each other ' s throats like a kpop fan war .",21,"[CLS] personal opinion , extreme pap / oppo supporters are at each other ' s throats like a kpop fan war .",25,negative
270,1313,sgpoliticswoke,2020-07-07 07:40:16,it ' s 3 days to polling day and candidates are gearing up for the final stretch of campaigning . follow our :,23,[CLS] it ' s 3 days to polling day and candidates are gearing up for the final stretch of campaigning . follow our :,24,neutral
271,1215,IBTimesSG,2020-07-07 10:12:48,singapore ge2020 : police complaints ' lodged ' against heng swee keat and pap as poll campaign peaks,18,[CLS] singapore ge2020 : police complaints ' lodged ' against heng swee keat and pap as poll campaign peaks,24,neutral
272,1295,syaosakucouple,2020-07-07 08:04:46,cheng bock accuses pap of engaging in ' gutter politics ' against wp ' s raeesah khan,17,[CLS] cheng bock accuses pap of engaging in ' gutter politics ' against wp ' s raeesah khan,24,negative
273,751,PAPlostitsway,2020-07-07 22:51:38,"pap can ' t even hang their posters properly , can you trust them to ownself check ownself ?",19,"[CLS] pap can ' t even hang their posters properly , can you trust them to ownself check ownself ?",24,negative
274,867,HIREMAIDEA,2020-07-07 16:23:08,shouting match between pap and psp supporters at ayer rajah market . the pap crowd looks so sad .,19,[CLS] shouting match between pap and psp supporters at ayer rajah market . the pap crowd looks so sad .,24,neutral
275,279,eisen,2020-07-08 11:47:27,"wow , pap candidate for tanjong pagar grc joan pereira ' s mandarin is better than mine ...",18,"[CLS] wow , pap candidate for tanjong pagar grc joan pereira ' s mandarin is better than mine ...",24,positive
276,546,theminorityvoi3,2020-07-08 04:57:48,i feel like the only voice of reason we have within the pap is tharman . anyone else of notable mention ?,22,[CLS] i feel like the only voice of reason we have within the pap is tharman . anyone else of notable mention ?,24,negative
277,320,sgelection,2020-07-08 10:45:23,: my biggest regret is not being able to engage with pap on issues - sdp ' s paul tambyah,20,[CLS] : my biggest regret is not being able to engage with pap on issues - sdp ' s paul tambyah,24,negative
278,1174,commidescochons,2020-07-07 11:01:42,east coast grc : pap reassures residents of jobs while wp urges urgent structural reform oh mao god !,19,[CLS] east coast grc : pap reassures residents of jobs while wp urges urgent structural reform oh mao god !,23,neutral
279,592,monobycb,2020-07-08 04:26:01,why should dr chee and sdp apologise to singaporeans when no singaporean demanded an apology ?,16,[CLS] why should dr chee and sdp apologise to singaporeans when no singaporean demanded an apology ?,23,negative
280,2194,taeddaenggg,2020-07-06 12:42:57,i think i should go be a taxi driver so that my kid can be a pap mp in the future .,22,[CLS] i think i should go be a taxi driver so that my kid can be a pap mp in the future .,23,neutral
281,1189,sgpoliticswoke,2020-07-07 10:48:14,"pap new face yip hon weng on having 5 kids , no tv and why he is doing improv",19,"[CLS] pap new face yip hon weng on having 5 kids , no tv and why he is doing improv",23,negative
282,1760,MINNNNNTIFY_,2020-07-06 16:09:40,"whether you are pro pap or pro opposition , everybody is on the same page when it comes to josephine teo",21,"[CLS] whether you are pro pap or pro opposition , everybody is on the same page when it comes to josephine teo",23,negative
283,283,BenChiaCars,2020-07-08 11:41:20,another recurring theme for aside from humble upbringing : i have young children . aiyo only you got kids meh .,21,[CLS] another recurring theme for aside from humble upbringing : i have young children . aiyo only you got kids meh .,23,neutral
284,1232,jas0nsg,2020-07-07 09:38:34,"paps call for strong mandate to steer spore out of covid - 19 a false choice , says wp",19,"[CLS] paps call for strong mandate to steer spore out of covid - 19 a false choice , says wp",23,negative
285,953,sgpoliticswoke,2020-07-07 14:44:21,sengkang grc constituency broadcast : pap promises to secure livelihoods amid uncertain covid - 19 world,16,[CLS] sengkang grc constituency broadcast : pap promises to secure livelihoods amid uncertain covid - 19 world,23,neutral
286,354,sgelection,2020-07-08 10:03:16,ex - general and former people ' s association ceo desmond tan on entering politics : i learned to lead by helping others,23,[CLS] ex - general and former people ' s association ceo desmond tan on entering politics : i learned to lead by helping others,23,neutral
287,2350,FeliciaChong2,2020-07-06 11:50:59,"votes don ' t sway because of differing opinions . votes sway because of differing experiences , contrary to what is said .",23,"[CLS] votes don ' t sway because of differing opinions . votes sway because of differing experiences , contrary to what is said .",23,negative
288,90,hwsoh,2020-07-08 15:24:40,: police confirm reports lodged over pap statement on wp candidate raeesah khan ; but no offence found,18,[CLS] : police confirm reports lodged over pap statement on wp candidate raeesah khan ; but no offence found,22,negative
289,1886,fahhhzana,2020-07-06 14:46:28,i dont want a pap government . i want a government with all parties so each opinion is presented .,20,[CLS] i dont want a pap government . i want a government with all parties so each opinion is presented .,22,negative
290,1011,nas_craxz,2020-07-07 13:46:26,heng swee keat should have just sang this song at the nomination center . sure get votes one #,19,[CLS] heng swee keat should have just sang this song at the nomination center . sure get votes one #,22,neutral
291,1097,0901ove,2020-07-07 12:29:59,"our attorney general is the personal lawyer of the current leader of pap , that ' s all im saying .",21,"[CLS] our attorney general is the personal lawyer of the current leader of pap , that ' s all im saying .",22,neutral
292,670,Stevengykgmail1,2020-07-08 02:40:39,good morning to everyone except pap candidate for marine parade grc edwin tong - aka city harvest church lawyer,19,[CLS] good morning to everyone except pap candidate for marine parade grc edwin tong - aka city harvest church lawyer,21,positive
293,749,BP_Chua,2020-07-07 22:56:31,"a lorry on the road , campaigning for singapore general election 2020 . . singapore general election 2020 . .",20,"[CLS] a lorry on the road , campaigning for singapore general election 2020 . . singapore general election 2020 . .",21,negative
294,958,sgpoliticswoke,2020-07-07 14:40:04,"st asks the same 5 questions to the leaders of pap , psp , sdp and wp",17,"[CLS] st asks the same 5 questions to the leaders of pap , psp , sdp and wp",21,negative
295,838,PonyIsbackagain,2020-07-07 16:40:36,"interestingly , edwin tong from kong hees lawyer . is the photo below even real or edited ?",18,"[CLS] interestingly , edwin tong from kong hees lawyer . is the photo below even real or edited ?",20,neutral
296,2158,cloudywind,2020-07-06 12:55:09,was i getting sleepy or did i hear the last pv candidate said vote for pap ???,17,[CLS] was i getting sleepy or did i hear the last pv candidate said vote for pap ???,20,negative
297,1717,erenomd,2020-07-06 16:53:32,": pap , psp west coast teams exchange fire over manifesto , handling of covid - 19",17,"[CLS] : pap , psp west coast teams exchange fire over manifesto , handling of covid - 19",20,neutral
298,1386,sgelection,2020-07-07 05:33:10,josephine teo hopes record number of new female pap candidates in inspire more women to join politics :,18,[CLS] josephine teo hopes record number of new female pap candidates in inspire more women to join politics :,20,neutral
299,889,PAPlostitsway,2020-07-07 15:56:23,"remember singaporeans , you should not be afraid of pap . pap should be afraid of you",17,"[CLS] remember singaporeans , you should not be afraid of pap . pap should be afraid of you",20,negative
300,2380,BenChiaCars,2020-07-06 11:36:11,"s solution was to give affected residents $ 30 , 000 to move away . really wtf move .",19,"[CLS] s solution was to give affected residents $ 30 , 000 to move away . really wtf move .",20,negative
301,511,coryX360,2020-07-08 05:48:35,"if you want to vote for change , vote for the opposition . do not vote for pap .",19,"[CLS] if you want to vote for change , vote for the opposition . do not vote for pap .",20,negative
302,150,dk,2020-07-08 14:38:44,lkys death saved pap ? seriously ? this is just disrespectful .,12,[CLS] lkys death saved pap ? seriously ? this is just disrespectful .,20,negative
303,1128,vampire_reverse,2020-07-07 12:12:02,paps sengkang grc team so far have been talking about amnenities upgrades .,13,[CLS] paps sengkang grc team so far have been talking about amnenities upgrades .,20,neutral
304,1941,PAPlostitsway,2020-07-06 14:23:24,"your lives , your jobs , your future if singaporeans continue to give pap a blank cheque",17,"[CLS] your lives , your jobs , your future if singaporeans continue to give pap a blank cheque",20,negative
305,316,hypeandstuff,2020-07-08 10:57:11,: pap mp jessica tan apologizes i didnt realise she was referring to her tudung,15,[CLS] : pap mp jessica tan apologizes i didnt realise she was referring to her tudung,20,neutral
306,557,shaznasim_,2020-07-08 04:48:48,why does it seem like the pap nominees are tryna one up each other on their humble beginnings,18,[CLS] why does it seem like the pap nominees are tryna one up each other on their humble beginnings,20,negative
307,416,ChickenMacabre,2020-07-08 07:59:02,wonder how different this have been if ccs had become pap first assistant secretary general instead .,17,[CLS] wonder how different this have been if ccs had become pap first assistant secretary general instead .,19,neutral
308,469,squishywooseok,2020-07-08 06:59:47,growing trend of households hanging hammers on their doors to show their resentment for the pap !,17,[CLS] growing trend of households hanging hammers on their doors to show their resentment for the pap !,19,negative
309,267,BenChiaCars,2020-07-08 12:08:58,but first . iswaran continuing the trend of flexing bilingual skills tonight by speaking in malay,16,[CLS] but first . iswaran continuing the trend of flexing bilingual skills tonight by speaking in malay,19,neutral
310,1436,PonyIsbackagain,2020-07-07 04:02:22,i cant decide if josephine teo or chan chun seng is more irritating and arrogant .,16,[CLS] i cant decide if josephine teo or chan chun seng is more irritating and arrogant .,19,negative
311,167,ultranoblr,2020-07-08 14:17:36,so vivi admit wp got standard lah ! then what for we need pap ?,15,[CLS] so vivi admit wp got standard lah ! then what for we need pap ?,19,neutral
312,1163,commidescochons,2020-07-07 11:21:27,comment : pap should clarify on what it means by ' strong mandate ' oh mao god !,18,[CLS] comment : pap should clarify on what it means by ' strong mandate ' oh mao god !,19,neutral
313,2200,CarrieLiauw,2020-07-06 12:40:52,"sir , we want to hear what you can do , not what pap did not do .",18,"[CLS] sir , we want to hear what you can do , not what pap did not do .",19,negative
314,68,sgelection,2020-07-08 15:50:57,": pap ' s statement on wp candidate raeesah khan not unlawful , says police",15,"[CLS] : pap ' s statement on wp candidate raeesah khan not unlawful , says police",19,negative
315,1052,GottaGoh,2020-07-07 13:18:15,' s jamus lim addresses online comments : ' my family and friends know who i am ',18,[CLS] ' s jamus lim addresses online comments : ' my family and friends know who i am ',19,neutral
316,1036,onelastIove,2020-07-07 13:27:40,wp hougang candidate dennis tan calls out pap rival for taking credit for renewal programmes,15,[CLS] wp hougang candidate dennis tan calls out pap rival for taking credit for renewal programmes,19,neutral
317,247,iamthekang,2020-07-08 12:40:29,dr tan ' s teammates trotting out his lasting achievements as a pap mp .,15,[CLS] dr tan ' s teammates trotting out his lasting achievements as a pap mp .,18,neutral
318,256,commidescochons,2020-07-08 12:30:10,"our lives , our jobs , our future sounds more for pap . oh mao god !",17,"[CLS] our lives , our jobs , our future sounds more for pap . oh mao god !",18,positive
319,10,bubblylaily,2020-07-08 22:21:24,paps jessica tan apologises for asking resident to take photo without tudung,12,[CLS] paps jessica tan apologises for asking resident to take photo without tudung,18,negative
320,1135,commidescochons,2020-07-07 12:01:46,is a bad economy good for the pap ? lets take a look oh mao god !,17,[CLS] is a bad economy good for the pap ? lets take a look oh mao god !,18,neutral
321,432,captsingh,2020-07-08 07:38:56,' s jessica tan apologises for asking resident to take photo without tudung,13,[CLS] ' s jessica tan apologises for asking resident to take photo without tudung,18,negative
322,1124,iamthekang,2020-07-07 12:16:48,"omg he ting rus mom is stay at home mom , pap lite confirmed !",15,"[CLS] omg he ting rus mom is stay at home mom , pap lite confirmed !",18,positive
323,2370,BenChiaCars,2020-07-06 11:43:39,constituency broadcast : marymount smc now . pap female general now . more sob stories,15,[CLS] constituency broadcast : marymount smc now . pap female general now . more sob stories,18,neutral
324,344,Fikgr8,2020-07-08 10:11:06,"volunteer , 23 , speaks 7 languages : to serve the community , i must understand the community",18,"[CLS] volunteer , 23 , speaks 7 languages : to serve the community , i must understand the community",18,neutral
325,2441,FeliciaChong2,2020-07-06 11:03:19,if pap can fuck up this badly and still somehow get majority votes then ...,15,[CLS] if pap can fuck up this badly and still somehow get majority votes then ...,18,negative
326,2304,FSteven,2020-07-06 12:05:54,"pap , have a care with those pofmas , youll wear it out .",14,"[CLS] pap , have a care with those pofmas , youll wear it out .",18,neutral
327,902,SimarGhangas,2020-07-07 15:41:13,literally means ruling party can do anything they want and you can ' t do anything about it,18,[CLS] literally means ruling party can do anything they want and you can ' t do anything about it,18,negative
328,1952,PAPlostitsway,2020-07-06 14:19:18,pap during : always here for you . pap after : you die your business .,16,[CLS] pap during : always here for you . pap after : you die your business .,18,neutral
329,1113,stanleykee5,2020-07-07 12:23:09,"the government paying for everyone has great appeal of simplicity but leads to greater inequality , says",17,"[CLS] the government paying for everyone has great appeal of simplicity but leads to greater inequality , says",17,negative
330,750,poofthebear,2020-07-07 22:53:25,pap members only approaching chinese citizens . and also getting told off by chinese citizens .,16,[CLS] pap members only approaching chinese citizens . and also getting told off by chinese citizens .,17,negative
331,325,friendship_feed,2020-07-08 10:39:16,gonna be a very epic showdown we promise ; last time was a photo finish .,16,[CLS] gonna be a very epic showdown we promise ; last time was a photo finish .,16,positive
332,2247,itskiatzai,2020-07-06 12:25:33,i ' m a bit uncomfortable with how much pap has been seeing our children,15,[CLS] i ' m a bit uncomfortable with how much pap has been seeing our children,16,negative
333,1613,itskiatzai,2020-07-06 23:02:38,so has anyone from the pap side apologised for this already ?,12,[CLS] so has anyone from the pap side apologised for this already ?,16,negative
334,1489,shisui2424,2020-07-07 02:58:10,' pore couple wearing shirts with opposing pap and wp logos generates interpretations,13,[CLS] ' pore couple wearing shirts with opposing pap and wp logos generates interpretations,16,neutral
335,1132,andrewhahalee,2020-07-07 12:06:50,ah beng politician . down to earth . honest job . heart for people .,15,[CLS] ah beng politician . down to earth . honest job . heart for people .,16,positive
336,1713,Douglas_Tham,2020-07-06 16:59:56,pretty certain that this is what the pap stands for . vote wisely .,14,[CLS] pretty certain that this is what the pap stands for . vote wisely .,16,neutral
337,1447,sgpoliticswoke,2020-07-07 03:46:22,"hah , more coverage on pap lunch time rally . enjoy the pictures !",14,"[CLS] hah , more coverage on pap lunch time rally . enjoy the pictures !",16,positive
338,21,JoshColten,2020-07-08 18:19:23,estate workers in east coast - fengshan town council shirts spotted distributing pap,13,[CLS] estate workers in east coast - fengshan town council shirts spotted distributing pap,15,neutral
339,303,BenChiaCars,2020-07-08 11:07:41,"next is baey yam keng , the aunty killer of the",11,"[CLS] next is baey yam keng , the aunty killer of the",15,neutral
340,2326,BenChiaCars,2020-07-06 11:59:41,"my dad not a taxi driver , i guess i cant join pap",13,"[CLS] my dad not a taxi driver , i guess i cant join pap",15,neutral
341,1167,nasgaps,2020-07-07 11:10:11,grc pap team receives warm welcome from residents during sunday walkabout,11,[CLS] grc pap team receives warm welcome from residents during sunday walkabout,15,positive
342,1670,fnadzeerah,2020-07-06 18:08:44,now let ' s see how good pap handle the very same situation .,14,[CLS] now let ' s see how good pap handle the very same situation .,15,neutral
343,1395,andrewhahalee,2020-07-07 05:19:56,the lack of a mature manhood is evident in today ' s politics .,14,[CLS] the lack of a mature manhood is evident in today ' s politics .,15,negative
344,737,PAPlostitsway,2020-07-07 23:31:58,vote alternative party this fri . just don ' t vote pap !,13,[CLS] vote alternative party this fri . just don ' t vote pap !,15,neutral
345,897,PAPlostitsway,2020-07-07 15:46:54,singapore is not pap . singapore belongs to all singaporeans . so .,13,[CLS] singapore is not pap . singapore belongs to all singaporeans . so .,15,neutral
346,1151,SrimathiCeline,2020-07-07 11:40:26,. vikram ' s tamil was atrocious . but must still appreciate .,13,[CLS] . vikram ' s tamil was atrocious . but must still appreciate .,15,positive
347,1061,want2bsun,2020-07-07 13:08:35,who is fed up with pap already ? just tallying it here .,13,[CLS] who is fed up with pap already ? just tallying it here .,15,negative
348,1302,pin_gpong,2020-07-07 07:54:14,pap has significantly stepped up strategies for inclusivity : tharman,10,[CLS] pap has significantly stepped up strategies for inclusivity : tharman,14,neutral
349,1467,PAPlostitsway,2020-07-07 03:24:58,"= pay and pay ; sdp = so , don ' t pay",13,"[CLS] = pay and pay ; sdp = so , don ' t pay",14,negative
350,2313,BenChiaCars,2020-07-06 12:02:54,finally a pap candidate whose chinese is just as bad as charles .,13,[CLS] finally a pap candidate whose chinese is just as bad as charles .,14,negative
351,639,BusinessTimes,2020-07-08 03:16:14,tiding through is top of voters ' minds in this : pap,12,[CLS] tiding through is top of voters ' minds in this : pap,14,neutral
352,16,_TaniaChua_,2020-07-08 18:57:52,the opposition has put up a team which is equal to the pap,13,[CLS] the opposition has put up a team which is equal to the pap,14,negative
353,210,azriqsufyan,2020-07-08 13:24:24,pretty much the summary of their manifesto . pap vs the rest .,13,[CLS] pretty much the summary of their manifesto . pap vs the rest .,14,neutral
354,545,khaizz,2020-07-08 04:59:47,omg use amenities to garner votes ! pap lite confirmed !,11,[CLS] omg use amenities to garner votes ! pap lite confirmed !,14,positive
355,441,louisfishy,2020-07-08 07:32:08,the arrogance of the pap is gloriously displayed by vivian bala .,12,[CLS] the arrogance of the pap is gloriously displayed by vivian bala .,14,negative
356,1759,HeadyPaki,2020-07-06 16:10:11,"there ' s a reason why ge is called "" general "" elections .",14,"[CLS] there ' s a reason why ge is called "" general "" elections .",14,neutral
357,669,Stevengykgmail1,2020-07-08 02:40:53,this but towards to the hypocritical pap please,8,[CLS] this but towards to the hypocritical pap please,13,neutral
358,552,andrewhahalee,2020-07-08 04:51:52,a picture paints a thousand words . ( cr . to owner ),13,[CLS] a picture paints a thousand words . ( cr . to owner ),13,neutral
359,414,PAPlostitsway,2020-07-08 08:05:29,is not pap . pap does not represent all singaporeans,10,[CLS] is not pap . pap does not represent all singaporeans,13,negative
360,2204,mdzulkar9,2020-07-06 12:38:11,take a shot whenever someone from pap say covid - 19,11,[CLS] take a shot whenever someone from pap say covid - 19,13,negative
361,472,squishywooseok,2020-07-08 06:57:49,how many people do you need to put up a poster ?,12,[CLS] how many people do you need to put up a poster ?,12,negative
362,1162,clementchio,2020-07-07 11:25:00,a shot every time the pap candidate says covid19,9,[CLS] a shot every time the pap candidate says covid19,12,neutral
363,738,BusinessTimes,2020-07-07 23:29:58,": giving voters a ' false choice ', says sylvia lim",11,"[CLS] : giving voters a ' false choice ', says sylvia lim",12,negative
364,911,PAPlostitsway,2020-07-07 15:35:45,pap mps agree that a strong opposition is good for singapore,11,[CLS] pap mps agree that a strong opposition is good for singapore,12,neutral
365,1822,AjaxKe,2020-07-06 15:19:48,why does to retain the status quo on ? because they are,12,[CLS] why does to retain the status quo on ? because they are,12,negative
366,917,PAPlostitsway,2020-07-07 15:30:16,is what will happen if singaporeans continue to vote pap,10,[CLS] is what will happen if singaporeans continue to vote pap,12,neutral
367,1564,Sanaeatsushi,2020-07-07 01:16:25,pap has been losing their human touch recently ...,9,[CLS] pap has been losing their human touch recently ...,12,negative
368,676,sgpoliticswoke,2020-07-08 02:20:14,": , case to voters in holland - bukit timah",10,"[CLS] : , case to voters in holland - bukit timah",11,neutral
369,1349,ahtiong73,2020-07-07 06:48:36,do the responsible thing and let pap know about this,10,[CLS] do the responsible thing and let pap know about this,11,negative
370,1339,danielgoh,2020-07-07 07:03:46,wet farts must be brutal on pap whites .,9,[CLS] wet farts must be brutal on pap whites .,11,negative
371,284,mdzulkar9,2020-07-08 11:39:37,"paps version of , shout out to my boy !",10,"[CLS] paps version of , shout out to my boy !",11,neutral
372,2360,PAPlostitsway,2020-07-06 11:47:33,wonder pap don ' t want live parliamentary debates,9,[CLS] wonder pap don ' t want live parliamentary debates,10,neutral
